content,score,thumbsUpCount
"Saya gak bisa masuk brimo dengan keterangan ""nonaktifkan menu aksesibilitas"" setelah saya cek menu aksesibilatas ternyata dalam keadaan nonaktif. Gimana ini solusinya ?",3,1
"Terlalu sering update tapi saya merasa tidak ada perubahan apa², sayang sekali layanan brimo belum bisa mengganti kartu ATM yg expired lewat online, padahal bank sebelah sudah ada.",4,1
Dengan aplikasi BRIMO yg ribet menjadi mudah ... Saya sudah ckup lama menggunakan aplikasi ini dan Alhamdulillah rasanya sangat membantu smoga kedepannya bisa lebih baik lagi dan tdk ada masalah sama skli yah 🥰🥰,5,1
"Kenapa begitu ya, saya pernah transfer uang sudah masuk Tapi transaksi gagal untung cuma 100.000 ribu padahal orang pengen buktinya.. Ragu jadinya klo mau transfer",3,1
•Pertama saya top up pakai qris 50k gak masuk ada saya cek di tulisan mutasi sedang di proses •kedua saya mau isi saldo dana pakai brimo 100k gak masuk juga trus ada lagi tulisan sedang di proses Jadi total rugi 150k dari brimo kemana saldo gua hilang tolong pihak brimo kembali kan saldo saya kalau memang transaksi nya gak sukses tolong saldo nya di kembalikan jangan malah di tahan trus hilang,1,1
"Kenapa ya sekarang aplikasi BRImo bukti transfernya tidak muncul..kenapa resinya Hilang..aku udh nransfer ke adik aku tapi resinya gk ada.jadinya aku takut dikira bohong soalnya gk ada bukti tranfernya,,udh aku update juga aplikasinya tpi msih aja gk ada resinya pas nransfer,,Mohon diperbaiki ya Aplikasinya biar pengguna nyaman menggunakan aplikasi ini..",3,1
"mohon untuk memperbaiki kesalahan kode pos keruak dengan jerowaru (NTB), kedua kode pos ini tertukar di aplikasi brimo ini, mohon segera di perbaiki. sampai sekarang saya tidak bisa perbarui data saya dikarenakan terhambat oleh kode pos yang tertukar tersebut, semoga segera di perbaiki🙏🏻",4,1
"Kenapa ya min? Sudah masukin data sesuai username dan pasword tetep tdk bs login sudah di lupa pasword dan OTP di masukin tetep tdk ada perubahan,mohon bantuan nya",1,0
Sangat bagus dan sangat memuaskan dalam bertransaksi sangat praktis nyaman dan sangat membantu Aman bermanfaat banget..👍👍👍sangat mudah menggunakan nya.. terimakasih BRImo,5,0
"ok mayan udah ada perbaikan, tapi jangan keseringan update dong, maintenance ya maintenance gausah update terus seolah-olah kayak software developernya cupu aja update update terus.",5,2
"Mohon solusinya. Saya ingin membuat rekening melalui BRIMO, saat verifikasi wajah muncul tulisan tidak ada kamera, padahal kamera saya masih normal dan sudah izin akses kamera.",3,1
Dengan menggunakan BRImo saya sangat terbantu dan mudah untuk melakukan transaksi..sayang kalau kalian tidak mmenggunakan nya...adm transaksi murah kadang jg ada cash back nya...buruan pakai BRImo nya...,5,1
"Kenapa setelah di perbarui jadi gabisa masuk, username sama fasword salah terus, padahal udah bener dan simpan, tingkat keamanan nya juga kurang, kalo kaya gini terus mending pindah bank aja sekalian dri pda saldo hilang terus, mending kalo tanggung jawab dri pihak bank BRI nya.",1,0
"Admin knapa saldo yg terblokir gk bisa di buka kembali,padahal tidak ada pelanggaran yg fatal atau laporan dari polisi,seharusnya saldo itu Hak custumer,tidak bisa sesuka hati di blokir min,seharusnya custumer ingin mebuka rekeningnya lgi saldonya harus di kembalikan dong,",1,0
"Tolong diperbaiki scan brizzi. Masa di aplikasi lain bisa, aplikasi ini malah gak bisa. Kartu brizzi tidak terbaca nfc aplikasi brimo.",3,7
Kenapa gak bisa masuk ini fitur foto KTP nya jaringan bagus dan semuanya sesuai tapi tetap gak bisa masuk... perbaiki woy admin perbaiki apk kalian BRI ini gimana mau bagus kalo seperti ini,1,0
"UI praktis & nyaman, namun server setiap hari selalu down, mohon tim IT diganti yang lebih kompeten",2,0
"Tingkatin donk pelayanan nya, Masi iya Tarik tunay hanya bisa sampai 1 juta, klau mau narik banyak cape bulak balik nya, mana gx bisa tarik pecahan 50 ribu lg. Kartu di ilangin tpi aplikasi tidak mendukung bikin kecewa.",2,0
"Setelah update app BRImo tidak bisa digunakan lagi, saya sudah kosongkan cache uninstal beberapa aplikasi dan game. Hasilnya tetap tidak bisa digunakan. Kenapa bisa begitu ya? Butuh pencerahan.",3,0
"Saya sudah download aplikasi brimo tapi stiap di buka selalu tidak bisa ,tulisanya APLIKASI GAGAL BERJALAN sya sudah lihat tutorial diyoutube ,sdah sy restart hp saya ,sdah sya bersihkn smua sampah2 cache ,tapi masih sama ,mohon bantuanya",3,0
Ada masalah saat pembelian pulsa karena sampai sekarang pulsa yg saya beli belum masuk tetapi saldo saya sudah terpotong sebesar harga pulsa yang saya beli Saya sudah menggunakan opsi pengaduan tetapi dari tanggal 28 Februari 2025 sampai sekarang belum mendapat tanggapan balik dari BRImo mohon segera di perbaiki masalah ini,1,9
Kenapa sering sekali logout sendiri kalo abis transaksi? sangat menggangu.udah di uninstall sama update masih sama.gimana solusi nya?,1,0
Minta update terus..di update ke verai brimo baru suruh non aktifkan akses...pdhal ga ada yg aktif tp tetep ga bisa2 dibuka...aneh sih knp?????,4,2
BRimo aplikasi yg sangat bgs dan di perlukan.simple.dan sangat efisien untk kebutuhan transaksi keuangan di mana pun dan kapan pun..terima kasih buat BRI...khusus nya aplikasi BRimo,5,1
"sudah berkali-kali mau daftar di brimo ambil photo ktp slalu g bisa, kadang bisa, kembali lg ke awal, smpai tahap terakhir malah terdiam, dan kembali lagi ke awal, kenapa ya, kenap ya sdh 4 hari belum bisa terus",1,0
"Pemakaian pertama nyaman, UI enak dilihatnya, layanan banyak, semoga kedepannya kualitasnya tetap dijaga.",5,1
Kenapa tiba tiba minta setting aksebilitas pada pengaturan handphone? Padahal saya tidak pernah merubah pengaturan telepon. Mohon bantuannya. Saya tidak bisa login di brimo.,4,1
"Tidak bisa masuk, kemarin gabisa login karena ""nomor hp tidak terdeteksi"". Sekarang gabisa login ""mohon maaf sekarang kami belum bisa memproses transaksimu""",2,1
"Sistem nya gimana ini setelah saya beli token listrik 100 ribu 1x berhasil,,tiba²kebeli token listrik sendiri 100ribu 3x ber turut² , statusnya di proses terus,tapi saldo sudah ke potong 309ribu",5,1
"Brimo benr2 lu ya, gw mau daftar akun aja susah bner udah 2 hari gw daftar tetep aja kesalahan ini lah itu lah, mengerti lah kita butuh transaksi yang mudah, jangan di persulit juga buat daftar nya",1,1
Tolong jika ada transaksi yang gagal saldo otomatis langsung kembali tanpa perlu membuat laporan yang ribet dan bertele-tele. Percuma juga apabila membuat pengaduan jika fitur pengaduan tidak bisa digunakan.,3,0
Mau tanya. Ko styap. 2 Minggu. Aplikasi brimo saya styap mau login tiba² kluar padahal udah versi terbaru juga. Aneh deh. Sinyale ya penuh. Ko bisa yaa,5,2
Kenapa sekarang tidak support dengan aksesibilitas padahal bukan hanya orang yang Awas saja yang menggunakan tunanetra pun menggunakan layanan brimo ini tapi sekarang aksesibilitas tidak dapat diakses saya sangat kecewa,2,1
"Dari sebelumnya aman aman aja, tpi setelah di perbarui aplikasinya tidak bisa di buka mental, udh 3 hari di coba uninstall tetal saja tidak bisa",1,0
"Gak bisa dibuka woy. Suruh non aktifkan aksesibilitas. Tpi anehh,gak bisa2. Muncul trs. Smpe hari ini (10-mar-2025)brimo gak bisa dibuka",1,0
"Proses aduan sangat lama ga masuk akal lagi, Lamban dan ga jelas. Gagal STOR tunai lewat brimo, proses lama dan uang belum kembali proses lama butuh berhari- hari.",2,1
"Masuk brimo kenapa sulit banget ya min. Jaringan stabil, harus diulang ulang terus tiap kali di klik kembali lagi ke layar depan. Erorrr Sudah dihapus ,dicoba lagi gitu trs",5,2
"Dulu sempat sebel saat masih pake password, setelah pake sidik jari lancar, sangat membantu saat transfer karena BRI jangkauan nya luas ...besar biaya admin daripada bunganya.... sehingga tabungan tergerus 🤣",5,1
"Aku susah masuk di BRIMO, padahal akun dan kode pinnya semua benar, juga no hpx, tolong di bantu ya. agar aku bisa masuk di BRIMO aku. trima kasih. 1 bintang ajh dulu. kalau bisa masuk baru aku tambah bintangnya.maaf katanya kendala dari sistem kami.",1,1
"Dari aplikasi brimo gua bisa tau saldo berkurang setiap dua hari sekali dengan nominal 8.500 rupiah dengan keterangan biaya sms. Padahal tidak ada sms masuk ke nomer hp saya, jadi curiga neh sama BRI.",5,1
"Semenjak diupdate malah tdk bisa terpakai, selalu forced closed, sudah update perangkat lunak pun tetap seperti itu, gimana mau pake aplikasinya kalau kayak gitu",1,0
"Semalam melakukan pembelian token listrik 50 rb tapi tidak dapat email tidak ada di aktivitas sedangkan saldo berkurang. Sudah melakukan pengajuan dari semalam tertulis DIPROSES terus sampek sekarang, gimana ini tanggung jawab nya??",1,0
"makin ribet, mau melakukan pembayaran QRIS aja susah saldo tidak mencukupi terus padahal sudah diatas saldo minimum yang di sisakan!!!",1,0
"Setiap bulan selalu ada potongan 8rb padahal notif nya sudah di matikan, apk sangat mengecewakan kadang juga waktu log in juga susah, kaget banget baru kali ini pakai apk brimo,",1,0
"g*la si, ini aplikasi parah banget, kmaren2 tf ke dana nominal 100k transaksi pertama tulisanya gagal, trus aku tf lagi tanpa ngecek saldo dulu, malah baru ketawan hari ini trnyata kekirim 2 kali, untung ke dana adek jadi ngga begitu masalah, lain kali ati2 kalo tf trus gagal, lbih baik cek saldo dulu",5,1
Brimoku ga bisa di buka slalu mbalik itu kenapa yaa. Kirain terlalu berat apk nya. Sebagian aplikasi udah ku hapus. Tapi masih aja sama ga bisa dibuka begitu di klik apk brimo nya. Ada yg bs bantu?,3,0
"4 dulu yaa, karena setiap kali mau scan qris saldo tertulis tidak cukup. Padahal saldonya banyak dan ada. Tolong diperbaiki yaa",4,1
"Sudah 2 hari tidak bisa masuk. Kode RUHE. Keterangan no yg terdaftar di Brimo dan yg digunakan untuk online bukan no yang sama. Padahal sama. Ada solusi? Bukan device baru pak, cuma reset HP. Bagaimana? Ada solusi pak?",1,0
Sangat mudah di gunakan dan bisa untuk semua keperluan seperti transfer .beli token listrik .beli pulsa jadi lebih mudah,5,0
"Akhir-akhir ini BRImo sudah tidak bagus lagi disebabkan sering potong biaya notifikasi yang tidak masuk akal, bahkan ketika tidak ada transaksi ke bank lain pun tetap di potong, mohon di perbaiki lagi untuk BRImo !!!",1,2
"aplikasi tidak dapat di fungsikan. sangat susah untuk login. padahal semua sudah sesuai data, tapi selalu saja gagal dengan keterangan data tidak sesuai.",1,1
"Sumpah, ini Brimo Update mulu, bari 3 hari lalu Update. Malah Update lagi, mengganggu banget tahu woi. Dikit-dikit Update, kenapa ga sekalian semuanya aja coba? Developernya pun kerja nanggung🗿🗿",1,1
"selalu diupdate bagus sih, tapi yang berkala. masa tiap kali mau banking update dadakan terus... serius annoyying, pake ribet dulu baru kebuka",3,1
"Sangat terbantu kalau boleh saran mohon total pemasukan dan pengeluaran bisa terhitung otomatis jadi gak perlu hitung manual lagi, terimakasih",5,1
"dulu awal² susah sekali buka mbankingy, tapi sekarang udah bisa dan langsung digunain. Alhamdulillah aplikasiy lancar, aman dan nyaman. terimakasih BRImo",5,0
sangat membantu tapi masih ada yang kurang yaitu jaringan sering terganggu saat transaksi tunai semoga saja bisa di perbaiki kedepannya 😉,5,1
Mengapa jika akan buka harus menonaktifkan fitur aksesibilitas dulu padahal kami para tunanetra tidak bisa tanpa fitur aksesibilitas padahal dulu bisa berarti ini mengalami kemunduran,3,1
Kenapa saya gabisa login terus iyah? Pdhal pasword dan unsername udah bner . Tp sllu dialihkan terus ke sms untuk loginny . Sdg kan nomer saya gabisa kalau lewat sms hilang kartunya . Kalau pke email atau nomer di wa bisa terhubung . Ini melalui sms terus harus login nya,2,1
kenapa aplikasi tiba2 ngk bisa di buka .. trus masuk pake lupa kata sandi kok no rekening tidak terdaftar .. pake lupa username kok data akun tidak sesuai,4,0
"aplikasi aneh... mau daftar aja susahnya minta ampun. upload foto ktp sampai belasan kali,padahal sudah ikuti arahan dan foto terlihat jelas. verifikasi.wajah juga gagal padahal udah belasan kali dan sudah ikuti arahan. entah apa maunya aplikasi gak jelas ini...",1,0
"mulai malas pake nih aplikasi..awalnya semua transaksi gratis,aplikasi jarang diupdate..sekarang hampir semua transaksi itu ada biayanya..bahkan sms dari brimo juga ada potongannya..sedikit2 pun di update,gak konsisten ini aplikasi",1,2
Sudah dinonaktifkan menu aksesibility tetep gak bisa log in. Tujuanya sih baik ya buat menhindari penipuan. Tp malah pengguna sendiri yang kesusahan. Udah chat panjang lebar dr disuruh mode pesawat sampai clear cache tetep gak bisa. Dikasih tahapan juga yg dikasih juga beda sama menu aksesibility hp saya padahal udah saya kasih tau type hp nya. Kayak nya BRI gak punya solusi nya. 😌,1,25
setelah di upgrade bukan makin bagus dan nyaman saat di gunakan malah sama sekali gak bisa di gunakan asik keluar keluar terus !!!,1,1
Aplikasi ampas.. sebelumnya udah bisa masuk.. giliran mau masuk lagi password salah mulu.. 3X ganti password.. tetep aja ga bisa,1,0
"Bank BRI paling ribet kalo untuk soal aktivasi, ga kaya bank yg lain , harus ke kantor BRI dulu, apalagi harus wajib sesuai bank pembuatan rekening ATM, tanpa kecuali kalo di BRI cabang, kalo bank lain melakukan aktivasi bisa lewat hp , ngajuin lewat video call , nah ini bank BRI wajib ke kantor BRI, bikin ribet aja , pokoknya udah kapok lahh pakai rekening bri, ini kalo akun brimo ku udah bisa untuk transaksi, bakal langsung tak hapus aja , cuma mau mindahin saldo nya aja dulu.",2,1
"Lebih dikembangkan lagi tanpa dengan menambahkan ukuran aplikasi!, Percuma ukuran ditambahkan fitur sama saja tidak ada yang beda, trus saya akan kasih bintang lima, bila brimo menyediakan potongan harga ketika membeli data/pulsa atau yang lainnya,karena itu sangat membuat para pengguna merasa senang dan juga tambah banyak membernya",4,1
"Sering bgt di update malah tambah bug. Transaksi muter muter gak selesai selesai, gak jelas status berhasil apa tidak Update: Sampai saat ini kendala masih sama, saat input pin transaksi loading muter muter gak kelar kelar meski di tunggu seharian tetap aja muter muter gak jelas statusnya. Kalau di close paksa ternyata kadang udah masuk kadang juga gagal. Padahal inet lancar.",1,148
Ini ko habis update jadi tidak bisa transfer katanya jaringannya yg bermasalah padahal indikator jaringan warnanya ijo artinya stabil. Coba hapus trus download ulang juga lebih parah. Nggak bisa masuk aplikasi katanya belum logout padahal uda logout sebelumnya. Ini niat nggak si bikin aplikasi,1,248
"Habis update brimo, tampilan transaksi berhasil tidak muncul langsung kembali ke menu utama min, padahal saya butuh utk cetak transaksinya, terus saya klik menu transaksi malah keluar. Biasanya bagus aja apk brimo ini. Kok malah di update jadi begini ya min. Kasih solusinya min, thanks",3,92
"Sistem pemindahan ke device baru sangat ribet koneksi internet sudah sesuai dengan nomor yang terdaftar akan tetapi tetap saja tidak bisa,busuk ngga jelas mungkin dari segi keamanan oke tapi kalo mau pindah device ribet padahal sudah mengikuti sesuai prosedur nya tetap saja ngga bisa,kalau mau pakai sistem keamanan gini harusnya app masih BETA, ngga maksimal banget dah membuat sistem keamanan kaya gini aneh.",1,166
"Aplikasi apaan kaya gini, perbaikan system sampai berjam-jam ganggu transaksi aja, ditambah kalau jam 10 malam ke atas suka error terus aplagi mau top up dompet digital suka error terus.. ngapain bikin apk kalau masih mempersulit transaksinya bukan mempermudah... Dasar PA",1,86
"Aplikasi rusak,buat daftar aj ribet bgt sm jaringan ! Jaringan udh 4g++ ga bisa login,loading terus padahal saya coba pakai di app bank lain semuanya bisa ,sinyal 4g++ tapi klo buka app brimo tb2 lgsg down ,depelovernya perlu d ganti sih ! Butuh jaringan sekuat apa cm buat sekedar login/daftar brimo ?pdhal semua yg ad d ulasan memiliki masalah yg sama ,pecat aja depelovernya klo ga mmapu buat aplikasi yg bagus ,alesan data tidak sesuai ? Klau tidak sesuai pst ad pemberitahuan dong ?masuk aj gbs",1,96
"Sejak tahun 2014 saya menggunakan BRI , tpi beberapa tahun ini asli sangat kecewaa , bisa bisanya uang ku hilang 1.500.000 ada yang 250.000 dengan tulisan potongan debit 😄 Waduhhhh asli ditanggal 25 Februari 2025 saya berhenti memakai TABUNGAN BRI !! SAMPAHH !!!",1,1
"Sistem pemindahan ke device baru ribet.koneksi internet sudah sesuai dengan nomor yang terdaftar akan tetapi tetap tidak bisa.ayo lah buat para devloper,benerin yg ini dulu lah.untuk masalah security it's fine lah,tapi klo perpindahan device sering kali tidak bisa log in",1,67
setiap kali mau log-in harus upgrade aplikasi 🤦🏾‍♀️ tidak seperti aplikasi mbangkig lain nya masih bisa log-in meskipun tidak upgrade aplikasi,1,0
"Transaksi jadi mudah dan aman..dulu saya males buka rekening BRI karena susah transaksinya tidak ada Mobile Banking.. Sekarang mudah. Perlu di tingkatkan pengamanan transaksi. Utk mengenali device, dan kartu hp yang biasa digunakan. Apabila ada login pada device baru atau jaringan(IP address) yang baru. Harus konfirmasi scan wajah atau sidik jari atau hal lainya yang menjamin ke amanan. Jangan hanya lewat OTP WA karena WA mudah di bajak.",5,680
"kenapa kalo transaksi diatas jam 10 malam selalu error, bikin ngga nyaman aja, bukanya saya mau menjatuhkan tapi memang kejadiannya di lapangan seperti itu, saya udah lama pakai brimo tapi kadang tiba² saja kalo transaksi malam itu selalu saja error, tolong perbaiki biar customer anda nyaman menggunakan aplikasi brimo, tiap 2 Minggu sekali selalu minta update tapi kendala yg seperti ini tetap saja tidak terselesaikan",1,142
"Aplikasi BRImo benar-benar mempermudah aktivitas perbankan saya! Dengan fitur mobile banking, saya bisa cek saldo, transfer, bayar tagihan, dan bahkan buka rekening baru langsung dari aplikasi. Semua prosesnya cepat, aman, dan praktis. Tidak perlu lagi repot ke bank, semuanya bisa dilakukan kapan saja dan di mana saja. Fitur-fiturnya lengkap dan tampilannya juga user-friendly. Sangat puas menggunakan BRImo untuk kebutuhan keuangan sehari-hari! 👍📱💳",5,1029
"Terkadang Aplikasi ini memaksa HP saya untuk menyambung ke WiFi, karena saat menggunakan paket data biasa yang internetnya stabil untuk log in aja susah, sedang kan saya sambungkan ke WiFi yang kecepatannya rendah langsung bisa di gunakan, padahal untuk akses aplikasi ini dengan WiFi itu rentan ke masukan virus/ hack, mohon di perbaiki segera",3,40
"Habis update kemarin, menu gak bisa di klik. Hp OS 11. Hp sudah reset stelan pabrik. Sinyal bagus dan sudah ganti semua jaringan. Download dan uninstall app brimo berkali kali. Hapus cache dll yg disarankan sudah dilakukan hasil nya masih sama. MENU TIDAK BISA DI KLIK !!!",5,984
"Aplikasi brimo kenapa ya, setelah melakukan pembaruan gak bisa masuk. Ada notifikasi untuk menonaktifkan aksesibilitas, padahal settingan aksesibilitas sudah nonaktif. Download ulang juga masih tetap muncul notifikasi yg sama.. Solusinya gimana ini?",5,1354
"ini brimo UI fast menu di halaman utamanya kenapa hilang, saya yang biasa tarik tunai pake fitur brimo tunai jadi ga bisa narik, udah coba ke pengaturan fast menu tapi cuman loading doang, padahal sinyalnya lancar, tolong dong kalo update jangan malah nyusahin user 🙏🏻",2,86
"Saya tidak bisa login terus dikarenakan kode ruic no hp tidak sesuai yang digunakan di data seluler, pdahal saya sudah menggunakan kartu dan data yang sesuai namun tetap tidak terbaca. Saran jika emg sistem nya belum sempurna seperti skrg berilah pilihan untuk memberi sms kode otp Saja karena jujur ini sangat meresahkan",1,107
"sangat buruk ya menurut saya , mau login aplikasi aja sangat susah , beda sama aplikasi yg lain , tolong dong pihak aplikator dibenahi lagi , biar kita para nasabah nyaman",1,0
saya kecewa sama brimo karna ada rekeningku yg udh lama GK kepake tau taunya..ada temanku.yg nasper kerekening saya..uangnya masuk.. tapi nasper balik GK bisa ..ktnya sudah GK aktif lagi rekening anda..klo emng GK aktif rekening saya mengapa bisa di terima trsperan..baru kita komen di apk brimo ..begini dan begitu..harus,2,0
"Ini kenapa tiba-tiba gamau di scan wajah buat buka apk nya? Udh di arahin ke muka kayak biasa kalau di opsi scan muka. Ini kenapa tiba-tiba ga bisa masukin password yang biasanya, udh password yang benar kenapa tetap salah? Padahal ga ada ganti password",1,18
"gimana ni uda masukan data dengan benar lengkap, tombol lanjutkan gak bisa berfungsi, sudah di ulang berkali kali",2,0
Gw ngelakuin pembelian butuh cepat malah ngestuck diproses. Pembayarannya diproses terus. Pembayaran jadi kepending. Rugi jadinya. Sial.,2,1
"Tidak ada transaksi, tapi potongan bulanan pasti ada. Untuk notifikasi di whatsapp aja potongan nya besar, mending di non-aktifkan aja notifikasinya kalau saldo terus terpotong. Padahal namanya Bank rakyat indonesia, tapi potonganya ga ngotak.",1,132
"force close di pemakaian kedua setelah install /redmi A2 ,eh ternyata hp saya ada 1 aplikasi yang tidak di inginkan oleh brimo yang saya sendiri tidak tahu, keren lah brimo security nya ,tap lain kali di kasi infolah para user agar tidak menginstal aplikasi yang bikin bentrok , trimakasih brimo",5,0
"sangat bermanfaat sekali, tidak perlu melangkah kaki cukup jari yg beraksi semua teratasi dengan aplikasi BRImo, sukses selalu",5,0
Kami dari penyandang disabilitas netra sebelumnya bisa mengakses fitur brimo dengan menggunakan fitur pembaca layar tapi semakin diperbaharui kok semakin tidak akses dengan fitur pembaca layar . Mohon dari pengembang aplikasi untuk kiranya mempertimbangkan bahwa sebagian pengguna brimo adalah penyandang disabilitas netra.,3,22
"Aplikasi rusak, sering bug di saat transfer atau qris, sering mengakibatkan saldonya sudah terpotong tetapi tidak masuk ke rekening tujuan. Sama juga dengan pembayaran briguna nya, udah di bayar tapi gak berkurang",1,40
"sangat mudah untuk menggunakan brimo praktis dan sangat memudahkan pengguna nya untuk membayar tagihan"" an pokonya top👍",5,0
"appnya bagus, dan secara keseluruhan sangat memuaskan, semoga terus update dan menambah fitur fitur lain",5,0
"Mudahan update cepat di realisasikan di palystrore, dapat bocoran update. 2.81.0 ... Di hp saya sudah normal kembali. Android 12 patch terbaru.. Terimakasih.",5,2
"Tolong lebih di tingkatkan lagi bug pada aplikasinya, masak saya pas ganti hp padahal kartu sim terdaftar sudah di hp yg terinstal brimo gak bisa login alasan nomer hanphon tidak sesuai. Padahal data seluler juga pakek nomer itu. Jalan satu2 nya ya ke cs BRI terdekat",5,495
"apasih ni aplikasi, ""koneksimu kurang baik"", berkali kali kaya gitu setiap buka apk, padahal jaringan ku bagus bagus aja, kocak.",1,0
terimakasih setelah update ke versi 2.81.0 sekarang brimo saya sudah normal dan tidak force close lagi. terimakasih pelayanan terbaiknya rekan. brimo tetap ANDALAN 👍👍👍,5,0
mau kasih bintang bingung...mau verifikasi ktp sama wajah saja ribetnya minta ampun..gagal terus...apalagi kayak gak selaras foto ktp dengan wajah saya...tolong diperbaiki...2 hari mentik sampe di verifikasi wajah..,1,0
"Aplikasi kocak, ini developer anak magang kah?? , saya udah depo lewat bca antar bank tapi di mutasi bri kaga ada padahal sudah di transfer dan di mutasi bca ada , terus pendaftaran sulit error yang kurang jelas",1,0
"Kayak mana sih ini kamera depan saya udh aktif tapi ga bisa bisa tahap 3 nya untuk kamera , udah saya coba semua cara malah di bilang ga ada kamera, ini apk nya bagaimana",1,0
tagihan saya lunas sesuai tanggal japonya tapi kok status kredibilitas saya menunggak dan otomatis tidak bisa digunakan padahal saya selalu lancar dalam melunasi tagihan,3,0
"Buka menu qris aja harus beberapa klik dan menunggu lama, jadi tidak nyaman pakr brimo, Tolong perbaiki",2,0
kok aplikasinya bisa hilang sendiri dari tampilan layar yah.. sudah di update juga masih gak bisa tampil juga.. knp ya..?,5,0
kepada pihak BRImo kenapa saya tidak bisa masuk ke aplikasi brimo.tolong di bantu.padahal saya sudah update aplikasinya tapi.masih gak bisa masuk juga,2,0
"kenapa akhir"" ini sering gagal masuk karn pw maupun akun salah trs, padahal juga itu ga berubah sama sekali, mohon bantuan nya min krn buar usaha ini klo ga bisa login saya harus gimana",3,1
"Saya punya saldo 120.000 tapi gak bisa transfer alasannya saldo ga cukup, akhirnya saya transfer 50 saja, sisa 70k, tapi 70k itu sudah tidak bisa di transfer ke e wallet saya, sungguh keji",1,1
"Setiap mau upload KTP selalu gagal , padahal fto KTap sdh sesuai dg instruksi. Berulang kali coba selalu gagal bahkan sdh di uninstall 3x",2,0
tolong ini gimana ya mau tf ke e-wallet gabisa semua selalu (saldo tidak mencukupi) padahal saldo lebih dari cukup,4,0
"sangat membantu mempermudah transaksi perbankan,tidak perlu ke echanel yang penting ada jaringan internet semua bisa dilakukan dimanapun",5,0
"ini ng bug kah atau gimana ya, tiap kali transaksi ko notifikasi (nada brimo) tdk bunyi.",5,0
Update komen terbaru : Kenapa pas update versi terbaru sertiap mau transaksi pembayaran pas masukin pin selalu muter² terus loading gk kelar² aneh sinyal lancar bagus gk ada kendala padahal. Update versi terbaru kok susah ya buat login di perangkat/hp baru... Padahal nomer sudah terpasang dan sudah menggunakan data internet dengan no yg sama yg sudah terpasang.,2,96
sudah 2 hari lebih saya tidak bisa buka brimo. jadinya susah mau transaksi. disuruh update di playstore tapi setelah pencet update malah gabisa di update,3,0
"Saya setor tunai 6jt tapi distruk tertulis sedang terjadi gangguan dan hanya terbaca 1jt800 sisanya 4jt200 ketelen mesin ATM/CRM, tadi malam baru masuk 1jt800 sisanya blum masuk.. Sudah bikin pengaduan melalui brimo tapi harus nunggu 8 hari, sedangkan uang itu dibutuhin sekarang dan saya liat2 ternyata bukan saya sendiri yang mengalami kendala ini banyak kasus yang sama atau hampir sama kaya saya uang nya gk balik,Kalian harus cek pegawai kalian itu bener apa gk mereka!! Klo dicek duitnya gk ada",1,1
"Sy melakukan transaksi tagihan di brimo sdh 2 hari status masi di proses sedangkan saldo sdh terpotong sdh ajukan pengaduan sampai sekarang status masi di proses coba brimo tolong sistemnya di perbaiki, dan kalo ada transaksi yg terkendala itu kalo kita sdh mengajukan pengaduan seharusnya satu atau dua jam saja saldo seharusnya kembali tdk usah berhari hari, BRI ini bank besar masa sistemnya kacau begini,paraaah",2,1
"Kenapa informasi bio datanya untuk user selalu di sulitkan? misalnya kalau udah ganti nomor handphone,password,dan suatu saat lupa sama usernamenya sendiri???",1,0
"Akhirnya Bisa juga masalah Aplikasi brimo tidak bisa disentuh (Unrespons) saat mau login atau mendaftar. Jika semua cara tidak bisa dilakukan seperti jaringan , install ulang, dll . Maka pakailah aplikasi BRImo versi sebelum di update yaitu versi (2.72.0). Download di aplikasi bloatware (aplikasi bawaan) selain Playstore . Khusus Infinix menggunakan ""Palmstore"".",5,371
"Saya beri rating /bintang 5 karena di aplikasi brimo udah bisa bayar cicilan/setoran KUR(KREDITBUSAHA RAKYAT),mantap BRI udah menanggapi komentar kami sebagai nasabah ini adalah mempermudah kami membayar angsuran pinjaman biar sama² lancar dan menguntungkan terima kasih",5,0
"bagus tapi sayangnya apknya akhir akhir ini force closed trus ngatau kenapa pas mau login malah force closed jadi bingung kalo mau kemana mana, tolong di perbaiki lagi apknya",5,0
sangat baik dan mudah dalam menjalankan bisnis menegah kebawah hanya 1 genggaman bisa mencakup bebagai usaha maupun bisnis. terbaik lah untuk BRImo semoga ada upgrede lagi dari pihak BRImo,5,0
"Mau registrasi selalu gagal pas di video perekaman wajah, sudah tidak terhitung lagi ulang entah berapa kali, padahal semua tidak ada masalah internet ok, pencahayaan ok, suara jelass.. Mohon diperbaiki lagi sistemnya..",5,319
"Login lewat lupa pasword dan berkali² berhasil ganti pasword baru tetapi tetap saja email sandi tidak sesuai,login lewat lupa User pun demikian. kesalahan awal saya hp ada perbaikan kmudian reset lupa Username.kenapa tiada maaf bagimu",5,1
"Nomor yang terdaftar dibrimo saya sudah tidak digunakan lagi, saya mau login sekarang minta kode... Mau ganti nomor juga harus ke kantor BRI, buat apa itu email yang terdaftar tidak bisa untuk kode verifikasinya. Percuma kaitkan email kalau tidak ada fungsinya sama aja tidak ada GUNA",1,1
"Ini mau buka rekening pas verifikasi wajah tidak mau muncul kameranya, muncul hanya 0.1 detik langsung kembali ke menu sebelumnya, saya ulangi berkali kali tetap seperti itu",1,1
